headword,translations
wahrnehmen,permanyti; uprasti
wahrsagen,burti
wahrsager,burtininkas
wahrsagerin,burtininke
waldknecht,paliesincze
wall,pilimas
wallcken,welti
walld,girre
wallen,bankûti
wallfisch,erßketris
wallrab,ßilwarnis
walls gott,wardano diewo
wallten,walloti
wammekeder,palaukys
wamms,kobotas
wancken,suktisi
wandel,nûtartis
wandel,waikßczojimas
wandeln,waikßczoti
wandern,kellauti
wanderschafft,kellawimas; wandrawimas
wandersmann,kellauninkas
wanderstab,ramtis
wandt,millas; gelumbe
wandt,siena
wangen,weidai; skostai
wanne,tyne
wanst,pylwas
wantzcke,blake
wanzen ausbrühen,ißplikiti blakes
wapen,erbas
warm,sziltas
warmbad,czeplicze
wärme,sziltis; szilima
wärmen,szilditisi; szilditi
warnen,graudinti
warnung,graudinimas; grausme
warre,parplys
warrlich,iß tiesos
warte,sargas
warte,wartas
warten,kawoti
warten,laukti; paluketi; pakenteti
wärterin,kawotoja
wartze,karpa
warumb,kodeley; kodrin; kam
warumb denn nicht,kurne
warumnicht,kodel ne
warzeichen,paminklas; zenklas
was,ka
was denn,kas gi
waschen,mazgoti; skalpti; praustisi; trinkti; welleti; pleßketi nugara
wäscher,pliußkius
wäscherin,skalbeja
waschhafftig,daugkalbis
waschstüppell,praustuwe
wasser,wandû
wasser eydex,gonys
wasserblase,bumbulys
wasserfluth,twanas
wasserfurch,eze
wässerig,wandenûtas
wässern,immerkti
wasserstrohm,wandenio rowe
wassersuchtig,aptines
wasserwirbel,wyrus
wasserwogle,banga; wandenio wilnis
weben,austi
weben,krutteti; krutailoti
weber,audiejus
weberbaum,riestuwas
weberblatt,skietas
weberfußschemel,pakojes; mintuwai
weberkam,nytis
weberkamladen,mußtuwe
weberknebel,brusgulle
weberlinderschnur,mazgituwe
weberschemen,rykßte
weberschuhe,szaudykle
weberspuhl,szeiwa
weberstuhlklincke,adwerstuwe
weberztuhl,stakle
wechsel,apkeitimas; apmainymas
wechseln,apkeisti; mainyti
wechsler,mainininkas
wecken,buddyti
weder,ney
weg,kelias
weg,ßallin
wegbringen,nugabenti
wegen,delei
wegerich,rauko zöle
wegfahren,ißwazûti
wegfuhren,ißweßti; ißwesti
weggehen,atstoti
wegjagen,ißwarryti; pawaryti
wegkommen,prapulti
weglaßen,ißleisti
weglegen,padeti
wegnehmen,atimti
wegspringen,paßokti
wegthun,atmesti
wegtragen,ißneßti
wegtreiben,nuwarryti
wegweiser,prawadninkas; wadas; pirmtekas
wegwerffen,atmesti
wegziehen,atsitraukti
wehe,ay beda
wehe thun,skaudeti
weheklag,dejawimas
weheklagen,dejûti
wehen,pusti; pustyti
wehlen,rinkti
wehnen,dingûti; dumoti
wehr und waffen,ginklas
wehren,drausti; ginti; raminti
wehren,patekti
wehrloß,be ginklo
wehrt,wertas; adnas
weib,moterißke
weib nehmen,westi
weibisch,moterißkas
weibsbild,moterißke
weibsbruder,laigonas
weibschwestermann,swainis
weibsmutter,ûßwe
weibsschwester,swaine
weibsvater,ûßwis
weich,minkßtas
weichen,atsilinkti; atstoti
weichen,mirkyti
weichlich,minkßtokas
weigerlich,wangus
weigern,uzginti
weigern,wengti
weihe,linge
weihern,zwengti
weinbeeren,wynûges
weinberg,wynicia
weinen,werksmas; raudojimas
weinen,werkti; raudûti
weinkelter,wynmußa; wynsliektis
weinmonath,lapkritis
weinpresse,wynspauda
weinreben,atzala
weinstock,wynmedis
weintrauben,wynkeke
weisen,roditi
weiß,baltas
weissagen,praneßti
weissager,pranaßas
weissagerin,pranaßeje
weissagung,pranaßawimas
weißbier,allus
weißbrodt,piragas
weiße im auge,baltinys
weißfisch,aukßle
weißgerber,kailus
weißheit,ißmintis
weißlich,ißmintingay
weißpferdt,szywas
weit,toli; aststa
weit abgelegen,tolus; tolaus; tolausias
weite,erdwas
weiter,tolyn
weizen,kwietiei
welau,wielawa
welben,sklepiti
welcher,kursai; kattras
welcherlich,kattraip
welck,pawytes; pabales
welck werden,pawysti
wellen,wilnys
welß,szamas
welt,swietas; pasaulis
weltllich,swietißkas
welzen,risti; wolotisi; wartyti
wenden,greßti
wendung,apgreßimas
wenig,maz; maza; menk; menkay; mazumas; truputis; biskis
weniger,mazaus
wenigkeit,mazumas
wenigsten,mazauses
wenn,kadda
wenn denn,kadangi
wer,kas
werck,darbas
werckeltag,dirbina diena
werckstatt,warstotas
werden,pastoti; pawirsti; tapti
werffen,mesti
wermuth,máteles
wesen,essybe; butybe
weshalben,kodeley
wespe,wapsas
westwind,wakarinne
wette,lazybos
wetten,lazyti
wetter,orai
wetter so gutt ist,pagada
wetterhahn,wieloks
wetterleuchten,twyksketi
wettlauffen,lengtyn begti
weychsel,wisla
weydasch,smelczioti; pellenai
weyde,ganykla
weyde,glûsnis
weyden,ganyti
weyden strauch,karklynas
weydenruthe,karklas
weydlich,remtay
weyer,ezeras
weyl,kaddangi
weyle,walanda; adyna
weyle für die lange,iß pátaikos
weyn,wynas
weynachten,kalledos
weyrauch,kodylas
weyse,budas
weyse,ißmintingas; ißmintingesnis; ißmintingausias
weyse,sirrata
wezen,tekinti; pagalansti
wezstein,tekelas; galanstuwas
wichtig,swarus
wicke,wykei
wickel,kûdelis
wickeln,winoti
widdem,klebonije
widder,baronas
widhopff,tullys
wie,kaipo
wie denn,kaipogi
wie lang,ikkoley; pakoley; koley
wie oft,kaip tankey; kaip daznay
wie woll,kaczei; jeigi
wieder,wel
wieder bauen,atkurti
wieder einander,prieß wiens wiena
wieder einfallen,atpulti; atkristi
wieder geben,attadûti
wieder gebohren werden,atgimti
wieder kaun,gromulti
wieder kunfft,sugrißimas
wieder part,prießininkas
wieder schallen,atsiliepti
wieder spenstigkeit,stangummas
wieder sprecher,prießginnys
wiederauffstehen,prisikelti
wiederbekommen,atgauti
wiederbellen,prießtarrauti
wiederbellen,prießtarrawimas
wiederbringen,parneßti
wiederbringung,atgawimas
wiederchicken,parsusti
wiedererstatten,attadûti
wiederfordern,atpraßyti
wiedergeburth,atgimimas
wiederholen,atkartoti
wiederholung,atkartojimas
wiederkehren,atgryßti; atgrazynti
wiederkommen,pareiti; sugrißti
wiederrede,prießtarrawimas
wiederreden,prießtarrauti
wiederrfahren,nusidûti; prisitikti
wiedersacher,prießtininkas; kerßtininkas
wiedersagen,atsakyti; atsizadeti
wiederschall,atsiliepimas
wiedersezen,pasistengti
wiederspenstig,stangus
wiedersprechen,prießtarrauti
wiedersprechen,prießtarrawimas
wiederstatten,atpilditi
wiederstehen,prießintisi
wiederstreiten,stengtisi
wiedertausch,atmainas
wiedertauschen,atmainyti
wiederumb,atpencz
wiedervergelten,attadûti
wiederwachsen,ataugti
wiege,supûkle; lopßys
wiegen,supti
wien,braue antakkiey; bruwis
wiese,piewa; lanka
wiesel,zebenkßtis
wieviel,kek; kelli; kelletas
wild,baukßtus
willd,zweris
willdbret,zwierena
willde ente,antis medinne; laukinne
willde ganß,antis medinne; laukinne
willde kaze,wilpißys
willdheit,baukßtumas
willdieb,meddije
willdnüß,szillas
willdnüßbereiter,liesininkas; liesinczus
willdschwein,ßernas
wille,wale; noras
willen haben,sawalnikaut
willens seyn,ketteti
willfahren,inteikti
willfährigkeit,inteikle
willig,norus
willithier,zweris
willkom,sweiks
willkom heißen,sweikinti
willlfährig,inteikes
wimmeln,liulleti
winckel,kampas; kerte
wincken,nosi merkti
wind,wejas
winde,wytuway
windel,wystiklas
windelband,jûsta; warinys
windeln,wystiti
winden,sukti; riesti; wyti
windhund,kurtas
windig,wejota
windlasch,lostalka
windmühl,wejmaluns
windsey,minkßtpautis
windwirbel,wiesulos
winseln,dejawimas
winseln,dejûti
winter,ziema
winteräpfel,ziemkinczei
winterisch,ziemißkas
wintermonath,grûdis
winterzeit,ziemos czesas
wipfel,wirßunis
wirbel am kopff,mûmû
wirbel an der haut,brusgullei
wirbel an der thür,kaißtis
wirbel in wasser,wyrus
wircken,dirbti; darryti
wircklich,darbe
wirthe,gaspadorus
wirthin,gaspadine
wirthshaus,gaspada
wirtsschafft,gaspadoryste
wischen,szlûstiti
wischtuch,skuska
wissen,zinnoti
wissenschafft,zinne
wissentlich,su zinne; ticzomis
wittwe,naßle
wittwenstand,naßlyste
wittwer,naßlys
witz,protas
witzig,protingas
wo,kur; kurne; jey
wo aber nicht,o jey ne
woche,nedele
wochentlich,kas nediele
wocken,windas
wodurch,per ka
wofür,uz ka
woher,iß kur
wohin,kur; kotrul
wohne,ekkete
wohnen,giwenti
wohnhauß,namai
wohnschafft,giwenas
wohnung,giwenimas
wolff,wilkas
wolffin,wilke
wolffsgrub,wilkinićia
woll,gerray
wollan,gerray
wollauff,sweikas
wollauff seyn,zweikoti
wollbedencken,gerray apdumoti
wollbegehen,sutikti
wollbekand,pazystamas
wollberedt,kalbus
wollbetagt,senas
wollcken,debesis
wollckicht,debbeseta; ukana
wolle,wilna
wollen,noreti; roczyti; teiktisi
wollerfahren,gerray ißtirti
wollerklären,gerray ißguldyti
wollertahrner,gerray ißtires
wollerwagen,gerray apdumoti
wollerziehen,gerray uzauginti
wollfeyl,piggus
wollfeylich werden,atpigti
wollgefallen,pamegti; pasimegti; passidaboti; patikti
wollgefallen,passimegimas
wollgelehrt,tikkray mokints
wollgerathen,uztikkti
wollgestalt,grazus
wollhabend,passiturrys
wollicht,wilnotas
wollkam,karßtuwai
wollkämmen,karßti
wollmercken,gerray suprasti
wollriechen,grazey kwepti
wollthat,geradejyste
wollthäter,geradeja
wollthun,gerdaryti
wollust,raskaßis
wollustig,raskaßnus
wollversorgen,uzrupinti
wollverstehen,gerray ißmanyti
wollversucht,gerray meginnes
wolsezen,apsieitisi
womit,kûmi; kûgi
wonne,linksmybe
woran,kû
worauff,ant kû
worauß,iß kur
worin,kur
wort,zodis
wort halten,attesseti; ißtesseti
worüber,ant ko
worunter,po kû
woselbt,kur
wozu,kam
wucher,nûmas
wucherer,nûmininkas
wuchern,nûmauti
wücke,winkßnis
wückenstock,winkßninnis
wühlen,knisti; knaysyti
wühterung,pustyne
wüllen,wilnonos
wundartz,liekorus
wunde,rona; zaizda
wunder,dywai; stebuklai
wunderbahr,dywnas; stebbuklingas
wundern,dywitsi; stebbetisi
wunderwerck,czudas
wunsch,welijimas
wünschen,weliti
würbel,negelei
würckung,darbas
wurde,garbe
wurdig,adnas; wertas
würdigen,garbinti
würdiger,wertingas
wurdigkeit,wertyste
würffel,werpelis
würffeln,wetiti
würffelspiel,werpeliu zaislas
wurffschauffel,wetykle
wurffspieß,ragotine
würgen,smaugti
würger,zudditojis
wurm,kirmele
wurmkraut,kirmelzoles
wurmloch,kirwarpa
wurmmeel,trandis
wurmstichig,ykirmijes
wurst,deßra
würte,zdroda; iustumas
würtzchen,kwietka
würtzgarten,zolu darzelis
wurzel,szaknis
wurzeln,issißakniti
würzen,zolymis uzdarryti
wust,pustas
wuste,puszcza
wüstling,pustelninkas
wütten,zdroditi
wütterich,zdrodininkas
zagen,nussiminimas
zagen,nussiminti
zahl,skaitlus; cziene; kaiczus
zahlen,moketi
zahm,rammus
zähmen,ramditi; raminti
zahn,dantis
zähn klappern,dantu klabbejimas
zähn weh haben,gele dantis
zahnfleisch,dantu smagines
zanck,barnis; waidas
zancken,bartisi; rietisi; waiditisi; kautisi
zänckisch,barningas
zancksucht,waidas
zancksüchtig,barningas
zandt,czarka
zange,reples
zapffe,wagis; wole
zapffen,leisti
zappeln,sparditisi
zärchen,kibbinti
zärren,ursti
zartheit,lepumas
zärtlich,lepus
zärtling,lepunas
zauberer,zinnys; monininks
zauberey,zinnyste
zäuberin,zine
zäuberisch,zinißkas
zäubern,zinauti; zolineti
zaum,kamanos
zäumen,zabboti
zaun,twora
zäunen,twerti
zaunkönig,karalelis
zechbrudser,pionicze
zeche,pûta
zechen,pûtauti; girtûti
zechs,ßeßi; ßeßetas
zegnen,perzegnoti
zehe,pirßtas
zehende,deßimtas
zehenfältig,deßimteropas
zehenhundert,deßimt ßimtu
zehentausend,deßimt tukstanczu
zehlen,skaityti
zehn,deßimt; tis
zehnjährig,deßimtergis
zehren,czerauti
zehrgeld,czeringe
zehrung,czerawimas
zeichen,zenklas; cziekis
zeichen,zenklinti
zeichnüß,zenklas
zeigen,parodyti
zeiger,rodykle
zeiger am finger,smillus; smailas
zeile,eile
zeit,czesas; hadyna
zeitig,czesa
zeitlang,walanda
zeitlich,czesißkas
zeitligkeit,czesas
zelterpferd,zingininks
zencken,grimsti
zerbeißen,perkasti
zerbrechen,sulaußiti; palußti
zerfallen,skirti
zerfezen,sukapoti
zerfleischen,sumesineti; udrasskyti
zerfließen,ißtirpti
zergehen,sugaißti; sutirpti
zerhacken,sukapoti
zerhauen,sukirsti; sukapoti; surantiti
zerkauen,sukramtyti
zerknirschen,sutrinti
zerknüttern,suraukyti
zerlegen,supjaustyti
zerlumpen,sudriskes; supliskes
zerlumpter,sudriskelis; suplißelis
zermahlen,sumurdyti
zernagen,sukrimsti
zerquetschen,sutrekßti
zerreiben,sutrinti
zerreißen,supleßiti; sudraßkyti; suplyßti; sudriksti
zerrinnen,subegti; sutirpti
zerschellen,ißpleßti
zerschlagen,sukulti; sudauzyti; sukrußti; sumußti
zerschmeißen,sukulti
zerschmelzen,sutirpti
zerschneiden,supjaustyti
zerschütteln,sukratyti
zerspalten,supleßiti
zerspringen,sutruppeti
zerstechen,subadyti
zerstören,ißpustyti
zerstörung,ißpustyjimas
zerstoßen,sukulti; sutrinti
zerstoßung,sutrinnimas
zerstreuen,ißbarstyti; ißkraykyti
zerstücken,sukapoti
zerstümmeln,sukappoti
zertheilen,padallyti
zertheilung,padallijimas
zertrennen,ißardyti
zertreten,suminti
zettel,laißkas
zeuge,luddininkas
zeugen,ludditi
zeugnüß,luddimas
zieffer,skaitlus
ziege,oßka
ziegel,plita
ziegel brennen,plitas degti
ziegel streichen,plitas darryti
ziegelbrenner,plitininkas
ziegelfarb,ruddas
ziegelstein,plitniczia
ziegelstreicher,pliczus
ziegenbock,oßys
ziegenstall,oßku staldas
ziehen,traukti
ziel,rakas; cielus
zielen,meriti
ziemen,priderreti
ziemlich,lemtas
ziemlich,priderancey
zierath,grázumas
zierde,grazybe
zieren,grazinti
zierlich,grazey; mandagiey; dailey
zierlichgkeit,grazybe
zigeuner,cigonas
zigeunerin,ciganka
zimmeraxt,bindokas
zimmerholtz,ronai
zimmermann,dailyda
zimmern,taßyti
zimmetrinde,cinnamonai
zinn,zinnas
zinne,wirßus; wirßbune
zinß,czize
zinßgarn,mattka
zipff,atlankas
zitscheln,kußtineti
zittern,drebbejimas; drebbulys; sutrimmimas
zittern,drebbeti; wirpeti; susitrinti
zize,papas; spennys
zobel,sabalas
zoll,muitas
zöllner,muitininkas
zopff,czuprina; kûdas
zorn,rustybe; rustawimas; kerßtas
zornig,rustus
zornig werden,apsißokti; papykti; ykerßti; apsinirti
zornsucht,rustybe
zornsüchtig,rustus
zotte,kudla
zottig,kudlûtas; karotas
zschippen,czirpti; czypti
ztechen,durti; diegti; badyti; ygilti
zterben,mirti; mirrimas
zu,prie
zu ader laßen,gysla kirsti
zu boden gehen,sugaißti
zu boden schlagen,pardaußti; nublokßti
zu dem ende,prieg tam
zu dem ende,togidelei
zu der zeit,tû czesu
zu fuß,peßczas
zu fuß fallen,passikloniti
zu gutt halten,nepadywiti
zu nahe,per arti
zu rechter zeit,czesu
zu rede sezen,pakalbinti
zu sich jelbst kommen,atsidwesti; atsikurteti
zu sich locken,priwiloti
zu sich nehmen,priimti
zu spät,perwelay
zuber,kubilas
zubereiten,priprowyti; pritaysiti
zubereiter,priprowitojis
zubereitung,priprowa
zubrechen,sulaußti; sutruppinti
zubringen,prineßti
zubringer,pustelninkas
zucht,wiezlibumas; wiezlibyste
züchtig,wiezlibas
züchtigen,koznyti
zuchtigung,pakoznijimas
zuchtmeister,wadas
zücken,traukti
zucker,cukkorus
zudecken,uzdengti
zueygnen,passisawinti
zufall,pripûlis; prigadas
zufallen,pripulti
zufällig,pripûlingas
zufliehen,priliegti
zufließen,pritekketi
zuflucht,prisitekkejimas; pribega
zuflucht nehmen,prisitekketi
zuflug,susilekimmas
zufrüh,per anksti
zufuhr,susiwazawimas
zuführen,priweßti
zug,traukimas; trûkis
zugab,priedas
zugang,priejimas
zugeben,pridûti
zugefallen seyn,paklausyti
zugegen,po akimis
zugehen,prieiti
zugehören,priklausyti
zügel,pawádis
zügel am einem zaun,atklûppas
zugemüß,strowa
zuggum,marßka
zugleich,drauge
zügling,augintine; ißduktere
zügling,augintinnys; ißsunis
zuhause,nameje
zuhören,paklausyti
zuhörer,klausitojis
zukommen,tekti
zukunfft,atejimas
zukünfftig,buses; ateises; nusidûses
zulaß,perleidimas
zulaßen,perleisti
zulauff,susibegimas
zulauffen,pribegti
zulegen,prideti
zuletz,paskuczausey
zum,prie
zum exempel,ant paweikslo
zum theyl,iß dallies
zumaaß,miera
zumachen,uzdarryti
zumahl,kaddangi
zumalmen,sumurdyti
zumaßen,prisaiketi
zunahme,prawarde
zunahmm geben,prawardzoti
zunder,pulweris
zunehmen,tukti; tarpti
zunge,liezuwis
zungedrescher,paklepczus; ilglielus
zunicht machen,ißniekinti; patrotyti
zupffen,truczoti
zupflügen,uzarti; atarti
zuplagen einen,nuwarginti
zur genüge,gannole; apstus
zur hand,parankui
zur ruhe sich begeben,atsigulti
zur ungebühr,neteisey
zur unzeit,ne czesu
zurechnen,prirokoti
zurecht bringen,pataisyti
zureichen,pasiekti; prisiegti
zurichten,pataisyti
zürnen,rustauti; pykti
zurück,atgalos
zurückbringen,atnießti
zurückfallen,atpulti
zurückgeben,atdûti
zurückkehren,sugrißti
zurückkunfft,sugrißimas
zurücksehen,atsiwergti; atsiwirdeti
zurücktreiben,atwaryti
zurückweichen,atsitraukti
zuruüffen,szukterti
zusäen,atseti
zusage,pazadejimas
zusage halten,attesseti; ißtesseti
zusagen,pazadeti
zusager,pazadetojis
zusammen,drauge; padrauge
zusammenbinden,surißti
zusämmenbringen,suneßti; suwesti
zusammenchlagen,sukalti
zusammendrehen,susukti
zusammendrücken,suspausti
zusammenfalten,susiimti
zusammenfassen,suimti
zusammenflechten,supinti
zusammenflicken,sulopiti
zusammenfliegen,susilekti
zusammenfließen,susibegti
zusammenfordern,suwadinti
zusammenfügen,sutaikyti; suglausti
zusammenfügung,sutaikijimas; suglaudimas
zusammenfuhren,suwesti; suweßti
zusammengeben,sudûti
zusammenhezen,subjuditi
zusammenhezen,sutaysiti
zusammenkauffen,papirkti
zusammenknüpffen,sumegsti
zusammenkommen,susieiti
zusammenkunfft,susiejimas
zusammenlauffen,susibegti
zusammenlegen,suguldyti
zusammenleimen,suklijûti
zusammenlesen,surinkti
zusammennähen,susuti
zusammenordnen,sudawadyti
zusammenrechnen,susirokûti
zusammenruffen,suwadinti
zusammenrütteln,sukrattyti
zusammensizen,drauge sedeti
zusammenspannen,supanczoti
zusammenstimmen,sutarti
zusammenstoßen,sustumti
zusammentragen,suneßoti
zusammentrauen,suwenczawoti
zusammentreiben,suwaryti
zusammenwachsen,suaugti
zusammenwehen,supusti
zusammenwinden,suwyti
zusammenziehen,susitraukti
zusammenzuchen,sujeßkoti
zusatz,pridejimas
zuscharren,uzkasti
zuschauen,dabboti
zuschauer,pridabbotojis
zuschicken,prisusti
zuschieben,pristumti
zuschlagen,sudauzyti
zuschließen,uzrakinti
zuschneiden,sureßti
zuschreiben,priraßyti
zuschreyen,prißaukti
zuschub,pridawimas
zusehen,priweizdeti; pridabboti
zusehens,reggimay
zuseher,priweizdetojis
zusetzen,prideti
zusieglen,uzpeczetyti
zuspizen,pasmailinti
zusprechen,pazadeti
zuspringen,prißokti
zuspunden,uzspuntoti
zustand,stokas
zustehen,zadeti
zustellen,attadûti
